crash_id,check_id,check_name,check_category,issue_severity,check_status,issue_description,reporting_impact,recommended_action,crash_year,crash_financial_year,crash_severity,fatal_count,serious_injury_count,minor_injury_count,region,tla_id,tla_name,area_unit_id,meshblock_id,crash_location_1,crash_location_2
17227,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Non-Injury Crash,0,0,0,,76,Auckland,515202,423600,SH 1N,SHELLY OFF SBD
17543,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Non-Injury Crash,0,0,0,,44,Porirua City,572200,2071201,SH 58,SPINNAKER DRIVE
18365,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Non-Injury Crash,0,0,0,,76,Auckland,515202,423600,SH 1N,CURRAN ON NBD
19898,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Non-Injury Crash,0,0,0,,76,Auckland,512402,253700,SH 16,TE ATATU OBR
20261,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Non-Injury Crash,0,0,0,,76,Auckland,515202,423600,SH 1N,CURRAN ON NBD
22224,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Non-Injury Crash,0,0,0,,23,Tauranga City,536821,1188802,SH 2,TAURANGA BRIDGE MARINA
23977,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Non-Injury Crash,0,0,0,,76,Auckland,507900,304200,ESMONDE ROAD,BARRYS POINT ROAD
24918,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Non-Injury Crash,0,0,0,,76,Auckland,507900,304200,ESMONDE ROAD,BARRYS POINT ROAD
28059,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Non-Injury Crash,0,0,0,,71,Dunedin City,604830,2943500,HARINGTON POINT ROAD,TILY ST
28509,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Non-Injury Crash,0,0,0,,76,Auckland,515202,423600,SH 1N,SHELLY OFF SBD
29671,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Non-Injury Crash,0,0,0,,11,Thames-Coromandel District,533501,1049200,SH 25,ASH ST
30060,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Non-Injury Crash,0,0,0,,76,Auckland,509800,359300,SH 1N,SHELLY OFF SBD
32990,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Non-Injury Crash,0,0,0,,76,Auckland,509800,359300,SH 1N,SHELLY OFF SBD
34001,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Non-Injury Crash,0,0,0,,75,Invercargill City,611300,3105700,STEAD ST,CO-BAKKER ROAD
34834,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Non-Injury Crash,0,0,0,,76,Auckland,515202,423600,SH 1N,SHELLY OFF SBD
40184,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Non-Injury Crash,0,0,0,,76,Auckland,509800,359200,SH 1N,TOP OF HARBOUR BRIDGE
40273,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Non-Injury Crash,0,0,0,,76,Auckland,513301,230200,SH 16,LINCOLN OBR
316106,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Minor Crash,0,0,2,,1,Far North District,500802,25200,KOUTU LOOP ROAD,KOUTU POINT ROAD
316560,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Minor Crash,0,0,1,,11,Thames-Coromandel District,533501,1049100,SH 25,ASH ST
317785,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Non-Injury Crash,0,0,0,,76,Auckland,515202,423600,SH 1N,SHELLY OFF SBD
320165,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Minor Crash,0,0,1,,76,Auckland,524002,722400,SH 20,RIMU OFF SBD
323517,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Minor Crash,0,0,1,,76,Auckland,515202,423600,SH 1N,SHELLY OFF SBD
323793,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Serious Crash,0,1,0,,76,Auckland,523912,767803,SH 1N,GT SOUTH OBR
324326,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Non-Injury Crash,0,0,0,,76,Auckland,509800,359300,SH 1N,TOP OF HARBOUR BRIDGE
324438,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Non-Injury Crash,0,0,0,,3,Kaipara District,505010,128702,SH 12,MATAKOHE EAST ROAD
325334,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Non-Injury Crash,0,0,0,,23,Tauranga City,536505,1205401,SH 29,MAUNGATAPU BR
325577,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Non-Injury Crash,0,0,0,,76,Auckland,507900,304000,ESMONDE ROAD,FRED THOMAS DRIVE
325718,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Minor Crash,0,0,1,,76,Auckland,515202,423600,SH 1N,SHELLY OFF SBD
327662,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Minor Crash,0,0,1,,76,Auckland,513632,228701,SH 16,HURUHURU CK BR
329238,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Non-Injury Crash,0,0,0,,76,Auckland,509800,359200,SH 1N,ONEWA ON SBD
329979,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Non-Injury Crash,0,0,0,,76,Auckland,522920,683000,PAKURANGA HIGHWAY,WAIPUNA ROAD
330154,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Non-Injury Crash,0,0,0,,76,Auckland,509800,359300,SH 1N,TOP OF HARBOUR BRIDGE
332245,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Non-Injury Crash,0,0,0,,23,Tauranga City,536821,1204300,SH 2,TAURANGA BRIDGE MARINA
332333,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Non-Injury Crash,0,0,0,,76,Auckland,509800,359300,SH 1N,TOP OF HARBOUR BRIDGE
333052,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Minor Crash,0,0,1,,76,Auckland,507900,304200,ESMONDE ROAD,BARRYS POINT ROAD
334050,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Non-Injury Crash,0,0,0,,76,Auckland,515202,423600,SH 1N,SHELLY OFF SBD
336106,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Non-Injury Crash,0,0,0,,76,Auckland,509800,359300,SH 1N,SHELLY BEACH OBR
339099,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Minor Crash,0,0,1,,76,Auckland,512402,253700,SH 16,TE ATATU OFF WBD
339951,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Minor Crash,0,0,1,,76,Auckland,509800,359300,SH 1N,TOP OF HARBOUR BRIDGE
341232,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Non-Injury Crash,0,0,0,,76,Auckland,509800,359300,SH 1N,TOP OF HARBOUR BRIDGE
341271,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Non-Injury Crash,0,0,0,,23,Tauranga City,536821,1204300,SH 2,TAURANGA BRIDGE MARINA
341423,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Minor Crash,0,0,1,,76,Auckland,509800,359300,SH 1N,TOP OF HARBOUR BRIDGE
341591,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Non-Injury Crash,0,0,0,,76,Auckland,509800,359300,SH 1N,SHELLY OFF SBD
341675,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Minor Crash,0,0,1,,76,Auckland,509800,359300,SH 1N,SHELLY BEACH OBR
341704,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Non-Injury Crash,0,0,0,,76,Auckland,515202,423600,SH 1N,SHELLY OFF SBD
341870,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Minor Crash,0,0,3,,76,Auckland,507900,304200,BARRYS POINT ROAD,ESMONDE ROAD
344300,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Minor Crash,0,0,1,,23,Tauranga City,538202,1162800,SH 2,TAURANGA HARBOUR BR E
345182,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Minor Crash,0,0,1,,76,Auckland,509800,359200,SH 1N,STAFFORD OFF NBD
345452,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Minor Crash,0,0,1,,23,Tauranga City,538202,1162800,SH 2,TAURANGA HARBOUR BR W
345897,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Non-Injury Crash,0,0,0,,76,Auckland,507900,304000,ESMONDE ROAD,FRED THOMAS DRIVE
346519,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Non-Injury Crash,0,0,0,,76,Auckland,506652,218101,Z BCH MURIWAI,GRASS TRACK ROAD
346658,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Minor Crash,0,0,2,,76,Auckland,509800,359300,SH 1N,TOP OF HARBOUR BRIDGE
346942,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Minor Crash,0,0,1,,76,Auckland,523912,767803,SH 1N,PAPAKURA OFF SBD
347883,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Minor Crash,0,0,1,,76,Auckland,509800,359300,SH 1N,TOP OF HARBOUR BRIDGE
347891,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Minor Crash,0,0,1,,23,Tauranga City,536821,1204300,SH 2,TAURANGA BRIDGE MARINA
348107,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Non-Injury Crash,0,0,0,,76,Auckland,507900,304000,ESMONDE ROAD,FRED THOMAS DRIVE
348160,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Minor Crash,0,0,1,,76,Auckland,507900,304000,ESMONDE OFF NBD,FRED THOMAS DRIVE
348260,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Non-Injury Crash,0,0,0,,76,Auckland,509800,359300,SH 1N,SHELLY BEACH OBR
348336,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Minor Crash,0,0,1,,76,Auckland,515202,423600,SH 1N,SHELLY OFF SBD
348715,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Minor Crash,0,0,1,,76,Auckland,514801,389300,SH 16,TE ATATU OFF WBD
349752,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Minor Crash,0,0,1,,1,Far North District,501100,54000,Z BCH TE TII BAY,DAVIS CRESCENT N
350049,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Minor Crash,0,0,1,,76,Auckland,515202,423600,SH 1N,SHELLY OFF SBD
350655,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Minor Crash,0,0,1,,71,Dunedin City,604901,2945000,HARINGTON POINT ROAD,WEIR ROAD
350813,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Minor Crash,0,0,1,,76,Auckland,512402,253700,SH 16,TE ATATU OBR
352098,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Non-Injury Crash,0,0,0,,76,Auckland,507900,304000,ESMONDE ROAD,FRED THOMAS DRIVE
352651,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Non-Injury Crash,0,0,0,,76,Auckland,509800,359200,SH 1N,ONEWA ON SBD
352829,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Serious Crash,0,1,0,,2,Whangarei District,503700,102206,RIVERSIDE DRIVE,MACKESY ROAD
352850,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Non-Injury Crash,0,0,0,,23,Tauranga City,536821,1188802,SH 2,TOLL PLAZA
353007,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Non-Injury Crash,0,0,0,,76,Auckland,509800,359300,SH 1N,STAFFORD OFF NBD
353119,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Non-Injury Crash,0,0,0,,76,Auckland,507900,304200,ESMONDE ROAD,BARRYS POINT ROAD
353233,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Non-Injury Crash,0,0,0,,76,Auckland,509800,359200,SH 1N,ONEWA ON SBD
353405,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Serious Crash,0,1,1,,1,Far North District,500202,2603,Z BCH PUHEKE,PUHEKE ROAD
353890,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Non-Injury Crash,0,0,0,,76,Auckland,515202,423600,SH 1N,ONEWA ON SBD
354468,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Serious Crash,0,1,1,,76,Auckland,515202,423600,SH 1N,TOP OF HARBOUR BRIDGE
354772,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Non-Injury Crash,0,0,0,,76,Auckland,512402,253700,SH 16,PATIKI OFF EBD
354933,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Minor Crash,0,0,1,,76,Auckland,515202,423600,SH 1N,SHELLY BEACH OBR
354979,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Minor Crash,0,0,1,,76,Auckland,514801,389300,SH 16,TE ATATU OFF WBD
355194,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Non-Injury Crash,0,0,0,,76,Auckland,509800,359300,SH 1N,TOP OF HARBOUR BRIDGE
355959,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Minor Crash,0,0,1,,76,Auckland,507900,304000,ESMONDE ROAD,FRED THOMAS DRIVE
357203,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Non-Injury Crash,0,0,0,,76,Auckland,509800,359300,SH 1N,TOP OF HARBOUR BRIDGE
357353,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Non-Injury Crash,0,0,0,,23,Tauranga City,538202,1162800,SH 2,MIRRIELEES ROAD
358075,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Minor Crash,0,0,2,,76,Auckland,514801,389300,SH 16,TE ATATU OBR
358187,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Non-Injury Crash,0,0,0,,76,Auckland,509800,359300,SH 1N,SHELLY OFF SBD
358518,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Non-Injury Crash,0,0,0,,76,Auckland,515202,423600,SH 1N,SHELLY OFF SBD
358542,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Non-Injury Crash,0,0,0,,76,Auckland,509800,359300,SH 1N,SHELLY OFF SBD
358646,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Non-Injury Crash,0,0,0,,76,Auckland,515202,423600,SH 1N,CURRAN ON NBD
359150,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Minor Crash,0,0,1,,76,Auckland,515202,423600,SH 1N,CURRAN ON NBD
360080,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Non-Injury Crash,0,0,0,,76,Auckland,515202,423600,SH 1N,SHELLY OFF SBD
360478,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Minor Crash,0,0,3,,3,Kaipara District,505021,133704,MOLESWORTH DRIVE,ESTUARY DRIVE
360499,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Minor Crash,0,0,1,,76,Auckland,512300,252000,SH 16,TE ATATU OBR
361037,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Non-Injury Crash,0,0,0,,76,Auckland,514801,389300,SH 16,TE ATATU OFF WBD
361548,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Non-Injury Crash,0,0,0,,76,Auckland,513301,230301,SH 16,LINCOLN OFF WBD
361830,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Minor Crash,0,0,2,,11,Thames-Coromandel District,533400,1059309,SH 25,REWA REWA VALLEY ROAD
361858,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Minor Crash,0,0,1,,76,Auckland,509800,359200,SH 1N,ONEWA OBR
362950,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Minor Crash,0,0,1,,76,Auckland,515202,423600,SH 1N,SHELLY OFF SBD
364311,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Minor Crash,0,0,1,,76,Auckland,507900,304000,ESMONDE OFF NBD,ESMONDE ROAD
364522,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Non-Injury Crash,0,0,0,,76,Auckland,515202,423600,SH 1N,SHELLY BEACH OBR
364903,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Non-Injury Crash,0,0,0,,76,Auckland,507900,304200,ESMONDE ROAD,BARRYS POINT ROAD
365161,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Non-Injury Crash,0,0,0,,76,Auckland,509800,359300,SH 1N,TOP OF HARBOUR BRIDGE
365168,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Non-Injury Crash,0,0,0,,76,Auckland,507900,304000,ESMONDE ROAD,FRED THOMAS DRIVE
365443,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2007/2008,Non-Injury Crash,0,0,0,,76,Auckland,507900,304200,ESMONDE ROAD,ESMONDE OFF NBD
366121,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Non-Injury Crash,0,0,0,,76,Auckland,509800,359300,SH 1N,TOP OF HARBOUR BRIDGE
366247,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2008,2008/2009,Minor Crash,0,0,1,,76,Auckland,507900,304000,ESMONDE ON SBD,ESMONDE OFF NBD
